ID,strain,plate,time,well,wavelength,od,fold,rate
PM1_D5,ARW7G5Y1,PM1,28,D5,750,0.345,0.8313253012048193,0.0005763752585533707
PM1_D6,ARW7G5Y1,PM1,28,D6,750,0.209,0.954337899543379,-0.0009662136413201407
PM1_D7,ARW7G5Y1,PM1,28,D7,750,0.269,1.0846774193548387,0.0
PM1_D8,ARW7G5Y1,PM1,28,D8,750,0.415,1.0349127182044886,0.0010727467500629734
PM1_D9,ARW7G5Y1,PM1,28,D9,750,0.519,1.0857740585774058,0.0007648332687736804
PM1_D10,ARW7G5Y1,PM1,28,D10,750,0.535,1.0742971887550201,-9.354539679058657e-05
PM1_D11,ARW7G5Y1,PM1,28,D11,750,0.541,1.050485436893204,0.00027649840047305876
PM1_D12,ARW7G5Y1,PM1,28,D12,750,0.384,0.9974025974025974,0.0
PM1_E1,ARW7G5Y1,PM1,28,E1,750,0.326,0.9673590504451038,0.0016592774492827055
PM1_E2,ARW7G5Y1,PM1,28,E2,750,0.392,1.088888888888889,0.0026092876585285018
PM1_E3,ARW7G5Y1,PM1,28,E3,750,0.307,1.0233333333333334,0.0
PM1_E4,ARW7G5Y1,PM1,28,E4,750,0.235,1.0042735042735043,0.0004237313495486118
PM1_E5,ARW7G5Y1,PM1,28,E5,750,0.449,0.9276859504132232,0.0
PM1_E6,ARW7G5Y1,PM1,28,E6,750,0.266,0.9888475836431226,0.0009311256049000926
PM1_E7,ARW7G5Y1,PM1,28,E7,750,0.282,0.986013986013986,0.0005291054665268504
PM1_E8,ARW7G5Y1,PM1,28,E8,750,0.44,1.0526315789473684,0.0007891933850630976
PM1_E9,ARW7G5Y1,PM1,28,E9,750,0.347,1.0205882352941176,-0.0005797166390459572
PM1_E10,ARW7G5Y1,PM1,28,E10,750,0.394,1.0233766233766235,0.0006305253795964867
PM1_E11,ARW7G5Y1,PM1,28,E11,750,0.32,0.9696969696969697,-0.00031348065067976873
PM1_E12,ARW7G5Y1,PM1,28,E12,750,0.211,0.9723502304147466,0.004527978852286356
PM1_F1,ARW7G5Y1,PM1,28,F1,750,0.184,0.9583333333333333,-0.0010989453359387614
PM1_F2,ARW7G5Y1,PM1,28,F2,750,0.357,1.0377906976744187,0.0012448775810863651
PM1_F3,ARW7G5Y1,PM1,28,F3,750,0.411,1.024937655860349,0.0014389482275021664
PM1_F4,ARW7G5Y1,PM1,28,F4,750,0.3,0.9615384615384615,0.0004975165426584046
PM1_F5,ARW7G5Y1,PM1,28,F5,750,0.27,0.9642857142857143,0.0
PM1_F6,ARW7G5Y1,PM1,28,F6,750,0.179,0.904040404040404,-0.0008450905401301628
PM1_F7,ARW7G5Y1,PM1,28,F7,750,0.468,1.109004739336493,0.000742325405849721
PM1_F8,ARW7G5Y1,PM1,28,F8,750,0.253,1.15,0.0017477507516788318
PM1_F9,ARW7G5Y1,PM1,28,F9,750,0.331,1.0507936507936508,0.0006006078224001717
PM1_F10,ARW7G5Y1,PM1,28,F10,750,0.851,0.9310722100656454,-0.009981335890642516
PM1_F11,ARW7G5Y1,PM1,28,F11,750,0.557,1.0469924812030076,0.0003577832797706116
PM1_F12,ARW7G5Y1,PM1,28,F12,750,0.354,0.9806094182825484,0.00014104381708206318
PM1_G1,ARW7G5Y1,PM1,28,G1,750,0.202,0.9483568075117371,-0.0007481436338356189
PM1_G2,ARW7G5Y1,PM1,28,G2,750,0.193,0.9323671497584541,-0.0005208380429127858
PM1_G3,ARW7G5Y1,PM1,28,G3,750,0.237,0.9634146341463414,0.0002105266268171729
PM1_G4,ARW7G5Y1,PM1,28,G4,750,0.288,0.96,0.0006896661066167884
PM1_G5,ARW7G5Y1,PM1,28,G5,750,0.331,1.060897435897436,0.0006006078224001717
PM1_G6,ARW7G5Y1,PM1,28,G6,750,0.236,0.9752066115702479,-0.0006396675729954678
PM1_G7,ARW7G5Y1,PM1,28,G7,750,1.037,1.08133472367049,0.00047985013205047416
PM1_G8,ARW7G5Y1,PM1,28,G8,750,0.338,0.9797101449275364,0.0010249260774170376
PM1_G9,ARW7G5Y1,PM1,28,G9,750,0.283,0.9464882943143812,0.000527245658830752
PM1_G10,ARW7G5Y1,PM1,28,G10,750,0.158,0.9294117647058823,0.0
